"Тип записи";"0_Код";"0_Признак закрытого ЛПУ";"0_Причина закрытия";"0_Дата закрытия";"0_Дата повторного открытия после закрытия";"0_Полное наименование согласно документам";"1_Название";"1_Краткое наименование";"1_Административный округ по территориальной принадлежности";"1_Ведомственность";"1_Главное ЛПУ";"1_Адрес  гл организации";"1_Адресная строка";"1_Индекс";"1_Область";"""1_слово """"Область""""""";"1_Район";"""1_слово """"Район""""""";"1_тип населенного пункта";"1_Населенный пункт";"1_Название улицы";"1_Тип улицы";"1_Дом";"""1_""""буква"""" дома""";"1_корпус";"1_строение";"0_Идентификатор в адресном реестре";"1_код общего телефона";"1_факс";"1_Дополнительная информация";"1_Тип аптеки";"1_специализация";"1_Льготное лекарственное обеспечение";"1_Обеспечение рецептов";"0_GUID";"1_Руководитель";"0_Пол руководителя";"1_Должность руководителя";"1_телефон руководителя";"1_Дни, по которым выполняется данное расписание";"1_Часы работы";"1_Дни, по которым выполняется данное расписание";"1_выходные дни";"1_платные услуги";"1_бесплатные услуги";"1_Коечный фонд";"1_Отделения";"1_Койкофонд";"1_Смены заездов в санатории";"1_Койкофонд";"1_Уровень стационара"
"Диспансеры";814;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 20 филиал Городской психиатрической больницы № 13 Департамента здравоохранения города Москвы»";"ГКУЗ «Психоневрологический диспансер № 20 филиал Городской психиатрической больницы № 13»";"ПНД № 20 (филиал ПБ № 13)";"Юго-Восточный административный округ";;"ПБ № 13";;"109462, город Москва, Волжский бульвар, дом 27, корпус 4";109462;;;;;"город";"Москва";"Волжский";"бульвар";27;;4;;;"(499) 178-73-11";"(499) 179-33-43";"Проезд: метро «Кузьминки». 
Адрес электронной почты: pnd20@mosgorzdrav.ru";;;;;85130974;"Кайзер Олег Васильевич";"Муж";"Главный врач";"(499) 179-31-81";"сб";"09:00-16:00";;;;;;;;;;
"Диспансеры";369;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Противотуберкулезный диспансер № 8 филиал Московского городского научно-практического центра борьбы с туберкулезом Департамента здравоохранения города Москвы»";"ГКУЗ «Противотуберкулезный диспансер № 8 филиал Московского городского научно-практического центра борьбы с туберкулезом»";"ПТД № 8 (филиал МНПЦ БТ)";"Зеленоградский административный округ";;"МНПЦ БТ";;"124460, город Зеленоград, район Матушкино, 1-й Западный проезд, дом 8, строение 1";124460;;;"Матушкино";"район";"город";"Зеленоград";"1-й Западный";"проезд";8;;;1;;"(499) 734-52-27";"(499) 734-52-27";"Проезд: от метро «Речной вокзал», авт.№ 400 до остановки «Березка», от станции «Крюково» авт.№ 3,8,9,11,13,15,23. 
Адрес электронной почты: info@ptd6.mosgorzdrav.ru";;"обслуживается население Зеленоградского Административного округа: взрослые, дети, подростки.";"Лекарственные препараты бесплатные в филиале г. Зеленограда";;85130982;"Соколова Наталия Николаевна";"Жен";"Заведующий филиалом, врач фтизиатр";"(499) 734-21-34";"пн-пт; сб";"08:00-20:00; 09:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";813;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 11 филиал Городской психиатрической больницы № 13 Департамента здравоохранения города Москвы»";"ГКУЗ «Психоневрологический диспансер № 11 филиал Городской психиатрической больницы № 13»";"ПНД № 11 (филиал ПБ № 13)";"Юго-Восточный административный округ";;"ПБ № 13";;"109029, город Москва, улица Средняя Калитниковская, дом 29";109029;;;;;"город";"Москва";"Средняя Калитниковская";"улица";29;;;;;"(495) 670-85-21";"(495) 670-85-18";"Проезд: метро «Пролетарская», далее 35 трамв. до остановки ""ул. Воловья"".
Адрес электронной почты: info@pnd11.mosgorzdrav.ru";;;;;85130965;"Дьякова Надежда Васильевна";"Жен";"Главный врач";"(495) 911-17-34";"сб";"09:00-16:00";;;;;;;;;;
"Диспансеры";75;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 12 филиал Городской психиатрической больницы № 13 Департамента здравоохранения города Москвы»";"ГКУЗ «Психоневрологический диспансер № 12 филиал Городской психиатрической больницы № 13»";"ПНД № 12 (филиал ПБ № 13)";"Юго-Восточный административный округ";;"ПБ № 13";;"111020, город Москва, Юрьевский переулок, дом 20";111020;;;;;"город";"Москва";"Юрьевский";"переулок";20;;;;;"(495) 360-65-25";"(495) 360-42-23";"Проезд: м. Авиамоторная 
Адрес электронной почты: info@pnd12.mosgorzdrav.ru";;"Диспансер обслуживает население следующих районов: Лефортово, Таганский (только ул.Сергия Радонежского,нер.Гжельский,Съезжииский,Хлебниково), Ново - Косино, Косино - Ухтомский, Ивановское, Новогиреево, Перово, Вешняки, Соколиная - гора";;;85130966;"Шмакова Людмила Ивановна";"Жен";"Главный врач";"(495) 360-42-23";"сб";"09:00-16:00";;;;;;;;;;
"Диспансеры";570;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 3 филиал Психиатрической клинической больницы № 4 им. П.Б. Ганнушкина Департамента здравоохранения города Москвы»";"ГКУЗ «Психоневрологический диспансер № 3 филиал Психиатрической клинической больницы № 4 им. П.Б. Ганнушкина»";"ПНД № 3 (филиал ПКБ № 4 им. П.Б. Ганнушкина)";"Северо-Западный административный округ";;"ПКБ № 4 им. П.Б. Ганнушкина";;"125362, город Москва, район Покровское-Стрешнево, улица Циалковского, дом 5";125362;;;"Покровское-Стрешнево";"район";"город";"Москва";"Циалковского";"улица";5;;;;;"(495) 491-69-66";"(495) 491-69-66";"info@pnd3.mosgorzdrav.ru";;"психиатрия";;;85130958;"Фишер Людмила Рубеновна";"Жен";"Заведующая филиалом";"(495) 491-69-66";"пн-пт; сб";"09:00-20:00; 09:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";438;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 5 филиал Психиатрической клинической больницы № 4 им. П.Б. Ганнушкина Департамента здравоохранения города Москвы»";"ГКУЗ «Психоневрологический диспансер № 5 филиал Психиатрической клинической больницы № 4 им. П.Б. Ганнушкина»";"ПНД № 5 (филиал ПКБ № 4 им. П.Б. Ганнушкина)";"Северо-Западный административный округ";;"ПКБ № 4 им. П.Б. Ганнушкина";;"125422, город Москва, Тимирязевский район, улица Костякова, дом 8/6";125422;;;"Тимирязевский";"район";"город";"Москва";"Костякова";"улица";"8/6";;;;;"(499) 976-15-92";"(499) 976-11-00";"info@pnd5.mosgorzdrav.ru";;;;;85130960;"Кумечков Вадим Михайлович";"Муж";"Заведующий филиалом";"(499) 976-11-00";"пн-пт; сб";"09:00-20:00; 09:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";437;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 4 филиал Психиатрической клинической больницы № 4 им. П.Б. Ганнушкина Департамента здравоохранения города Москвы»";"ГКУЗ «Психоневрологический диспансер № 4 филиал Психиатрической клинической больницы № 4 им. П.Б. Ганнушкина»";"ПНД № 4 (филиал ПКБ № 4 им. П.Б. Ганнушкина)";"Северо-Западный административный округ";;"ПКБ № 4 им. П.Б. Ганнушкина";;"125493, город Москва, Головинский район, улица Смольная, дом 5";125493;;;"Головинский";"район";"город";"Москва";"Смольная";"улица";5;;;;;"(495) 452-51-11";"(495) 452-58-01";"info@pnd4.mosgorzdrav.ru";;;;;85130959;"Прытова Елена Борисовна";"Жен";"Заведующая филиалом";"(495) 452-42-90";"пн-пт; сб";"09:00-20:00; 09:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";766;;;;;"Государственное бюджетное учреждение здравоохранения города Москвы «Онкологический диспансер № 5 Департамента здравоохранения города Москвы»";"ГБУЗ «Онкологический диспансер № 5»";"ОД № 5";"Юго-Восточный административный округ";;;;"109451, город Москва, район Марьино, Перервинский бульвар, дом 5, корпус 1";109451;;;"Марьино";"район";"город";"Москва";"Перервинский";"бульвар";5;;1;;;"(495) 654-96-77";"(495) 654-94-28";"Проезд м. Братиславская далее авт. 853,81, 112 до остановки Перервинский б-р.Адрес электронной почты: info@od5.mosgorzdrav.ru";;"прием всего населения Юго-Восточного административного округа ведут врачи-онкологи, онкогинекологи, онкоурологи, химиотерапевт, гематологи. Онкологи-маммологи население городских поликлиник №№ 9, 19, 36, 17, 49, 50, 53, 72, 109, 185, 189";"Специфические препараты в аптечном пункте в часы работы лиспансера";;85131007;"Бартош Людмила Кузьминична";"Жен";"Главный врач";"(495) 654-96-79";"пн-пт; сб";"08:00-20:00; 09:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";584;;;;;"Государственное бюджетное учреждение здравоохранения города Москвы «Врачебно-физкультурный диспансер № 11 филиал № 10 Московского научно-практического центра медицинской реабилитации, восстановительной и спортивной медицины Департамента здравоохранения города Москвы»";"ГБУЗ «Врачебно-физкультурный диспансер № 11 филиал № 10 Московского научно-практического центра медицинской реабилитации, восстановительной и спортивной медицины»";"ВФД № 11 (филиал № 10 МНПЦ МРВСМ)";"Центральный административный округ";;"МНПЦ МРВСМ";;"127055, город Москва, Тверской район, улица Новослободская, дом 54/56";127055;;;"Тверской";"район";"город";"Москва";"Новослободская";"улица";"54/56";;;;;"(499) 978-59-32";"(499) 978-62-92";"Эл.п.: info@mnpcsm.mosgorzdrav.ru";;"Медицинская реабилитация, восстановительная и спортивная медицина";;;85130998;"Лещинская Ада Евгеньевна";"Жен";"Главный врач";"(499) 978-62-92";"пн-пт; сб";"8:00-20:00; 9:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";3;;;;;"Государственное бюджетное учреждение здравоохранения города Москвы «Врачебно-физкультурный диспансер № 16 филиал № 12 Московского научно-практического центра медицинской реабилитации, восстановительной и спортивной медицины Департамента здравоохранения города Москвы»";"ГБУЗ «Врачебно-физкультурный диспансер № 16 филиал № 12 Московского научно-практического центра медицинской реабилитации, восстановительной и спортивной медицины»";"ВФД № 16 (филиал № 12 МНПЦ МРВСМ)";"Восточный административный округ";;"МНПЦ МРВСМ";;"111399, город Москва, район Перово, Федеративный проспект, дом 3";111399;;;"Перово";"район";"город";"Москва";"Федеративный";"проспект";3;;;;;"(495) 301-53-11";"(495) 304-20-63";"""
Адрес электронной почты: info@mnpcsm.mosgorzdrav.ru""";;"Медицинская реабилитация, восстановительная и спортивная медицина";;;85131000;"Кальянов Владислав Иванович";"Муж";"Заведующий филиалом";"(495) 304-20-63";"пн-пт; сб";"8:00-20:00; 9:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";741;0;0;0;0;"Государственное бюджетное учреждение здравоохранения города Москвы «Онкологический диспансер № 4 Департамента здравоохранения города Москвы»";"ГБУЗ «Онкологический диспансер № 4»";"ОД № 4";"Южный административный округ";;;;"115304, город Москва, улица Медиков, дом 7";115304;;;;;"город";"Москва";"Медиков";"улица";7;;;;;"(499) 323-38-59";"(499) 323-38-59";"Проезд: м. ""Кантемировская"", авт. 220, остановка «Почта». 
Адрес электронной почты: info@od4.mosgorzdrav.ru; время работы 8:00-20:00";;"Онкология. Принимаются жители Южного административного округа города Москвы";"аптечный пункт № 45, ул. Медиков, д. 12";;85131006;"Самышина Елена Александровна";"Жен";"И.о. главного врача";"(495) 655-65-87";"пн-пт";"09:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";453;;;;;"Государственное бюджетное учреждение здравоохранения города Москвы «Врачебно-физкультурный диспансер № 17 филиал № 13 Московского научно-практического центра медицинской реабилитации, восстановительной и спортивной медицины Департамента здравоохранения города Москвы»";"ГБУЗ «Врачебно-физкультурный диспансер № 17 филиал № 13 Московского научно-практического центра медицинской реабилитации, восстановительной и спортивной медицины»";"ВФД № 17 (филиал № 13 МНПЦ МРВСМ)";"Северо-Восточный административный округ";;"МНПЦ МРВСМ";;"129085, город Москва, Останкинский район, проспект Мира, дом 99";129085;;;"Останкинский";"район";"город";"Москва";"Мира";"проспект";99;;;;;"(495) 475-39-01";"(495) 475-39-01";"""
Адрес электронной почты: info@mnpcsm.mosgorzdrav.ru""";;"Медицинская реабилитация, восстановительная и спортивная медицина";;;85131001;"Коковина Галина Григорьевна";"Жен";"Заведующий филиалом";"(495) 474-30-92";"пн-пт; сб";"8:00-20:00; 9:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";585;;;;;"Государственное бюджетное учреждение здравоохранения города Москвы «Врачебно-физкультурный диспансер № 5 филиал № 8 Московского научно-практического центра медицинской реабилитации, восстановительной и спортивной медицины Департамента здравоохранения города Москвы»";"ГБУЗ «Врачебно-физкультурный диспансер № 5 филиал № 8 Московского научно-практического центра медицинской реабилитации, восстановительной и спортивной медицины»";"ВФД № 5 (филиал № 8 МНПЦ МРВСМ)";"Центральный административный округ";;"МНПЦ МРВСМ";;"119034, город Москва, район Хамовники, улица Остоженка, дом 6, строение 1";119034;;;"Хамовники";"район";"город";"Москва";"Остоженка";"улица";6;;;1;;"(495) 695-20-19";"(495) 695-20-19";"Адрес электронной почты: info@mnpcsm.mosgorzdrav.ru";;"Медицинская реабилитация, спортивная медицина.";;;85130996;"Грачев Виктор Николаевич";"Муж";"Заведующий филиалом";"(495) 695-19-56";"пн-пт; сб";"8:00-20:00; 9:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";816;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Противотуберкулезный диспансер № 2 филиал Московского городского научно-практического центра борьбы с туберкулезом Департамента здравоохранения города Москвы»";"ГКУЗ «Противотуберкулезный диспансер № 2 филиал Московского городского научно-практического центра борьбы с туберкулезом»";"ПТД № 2 (филиал МНПЦ БТ)";"Юго-Восточный административный округ";;"МНПЦ БТ";;"109129, город Москва, улица 8-я Текстильщиков, дом 2";109129;;;;;"город";"Москва";"8-я Текстильщиков";"улица";2;;;;;"(499) 178-19-52";"(499) 178-61-55";"Проезд: ст. метро «Текстильщики» первый вагон из центра, выход из перехода направо.
Далее пешком через стадион АЗЛК. 
Адрес электронной почты: info@ptd2.mosgorzdrav.ru";;"Оказывает специализированную медицинскую помощь населению ЮВАО: стационарное лечение,амбулаторное контролируемым методом,аэрозолетерапия,физиотерапия,стоматологическая помощь, терапия и хирургия,лечение отоларинголога,лечение внелегочных форм туберкулеза.";;;85130979;"Волошина Евгения Петровна";"Жен";"Заведующий филиалом, врач фтизиатр";"(499) 178-61-55";"пн-пт";"08:00-20:00";"сб; вс";"выходные";;;;;;;;
"Диспансеры";745;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Противотуберкулезный диспансер № 5 филиал Московского городского научно-практического центра борьбы с туберкулезом Департамента здравоохранения города Москвы»";"ГКУЗ «Противотуберкулезный диспансер № 5 филиал Московского городского научно-практического центра борьбы с туберкулезом»";"ПТД № 5 (филиал МНПЦ БТ)";"Южный административный округ";;"МНПЦ БТ";;"115142, город Москва, улица Речников, дом 25";115142;;;;;"город";"Москва";"Речников";"улица";25;;;;;"(499) 614-63-15";"(499) 614-63-15";"Проезд: м. «Коломенская», первый вагон из центра, выход к кинотеатру «Орбита», авт. № 670, 724, 751 до остановки «Диспансер». 
Адрес электронной почты: info@ptd5.mosgorzdrav.ru";;"ГКУЗ филиал МНПЦБТ ДЗМ по ЮАО обслуживает население Южного административного округа.";;;85130981;"Албегов Анатолий Цараевич";"Муж";"заведующий филиалом";"(499) 618-59-24";"сб";"09:00-16:00";;;;;;;;;;
"Диспансеры";368;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 22 Департамента здравоохранения города Москвы»";"ГКУЗ «Психоневрологический диспансер № 22»";"ПНД № 22";"Зеленоградский административный округ";;;;"124617, город Зеленоград, корпус 1460";124617;;;;;"город";"Зеленоград";;;;;1460;;;"(499) 717-01-73";"(499) 717-90-07";"Проезд: с Ленинградского вокзала до станции Крюково Октябрьской ж/д, затем автобусами 5, 16, 17, 18, 20, 22 до остановки «Дежурная аптека». 
Адрес электронной почты: info@pnd22.mosgorzdrav.ru";;"ПНД № 22 обслуживает население Зеленоградского АО г. Москвы.";;;85130976;"Перевертов Алексей Альбертович";"Муж";"Главный врач";"(499) 717-03-31";"пн-пт; сб";"08:00-20:00; 09:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";76;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 8 филиал № 1 Психиатрической больницы № 3 им. В.А.Гиляровского Департамента здравоохранения города Москвы»";"ГКУЗ «Психоневрологический диспансер № 8 филиал № 1 Психиатрической больницы № 3 им. В.А.Гиляровского»";"ПНД № 8 (филиал № 1 ПБ № 3 им. В.А.Гиляровского)";"Восточный административный округ";;"ПБ № 3 им. В.А.Гиляровского";;"107258, город Москва, район Богородское, улица Игральная, дом 8, строение 7";107258;;;"Богородское";"район";"город";"Москва";"Игральная";"улица";8;;;7;;"(499) 169-41-60";"(499) 169-40-00";"Проезд: м «Преображенская площадь», м. «ул. Подбельского», автобус № 80, автолайн 80 до остановки ""Универсам"". 
Адрес электронной почты: info@pnd8.mosgorzdrav.ru.";;"психиатрическая";;;85130962;"Гукасян Эвелина Омаровна";"Жен";"Заведующий филиалом";"(499) 169-40-00";"пн-пт; сб";"8:00-20:00; 9:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";77;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 9 филиал № 2 Психиатрической больницы № 3 им. В.А.Гиляровского Департамента здравоохранения города Москвы»";"ГКУЗ «Психоневрологический диспансер № 9 филиал № 2 Психиатрической больницы № 3 им. В.А.Гиляровского»";"ПНД № 9 (филиал № 2 ПБ № 3 им. В.А.Гиляровского)";"Восточный административный округ";;"ПБ № 3 им. В.А.Гиляровского";;"105275, город Москва, район Соколиная гора, улица 8-я Соколиной горы, дом 28";105275;;;"Соколиная гора";"район";"город";"Москва";"8-я Соколиной горы";"улица";28;;;;;"(495) 365-15-36";"(499) 365-10-58";"Проезд: м. Шоссе Энтузиастов, м. Семеновская, далее авт. 141, 83, 36 до ост. ""Больница Соколиной горы"" 
Адрес электронной почты: info@pnd9.mosgorzdrav.ru";;"психиатрическая";;;85130963;"Холодова Елена Михайловна";"Жен";"Заведующий филиалом";"(495) 365-10-58";"пн-пт; сб";"8:00-20:00; 9:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";344;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Противотуберкулезный диспансер № 14 филиал Московского городского научно-практического центра борьбы с туберкулезом Департамента здравоохранения города Москвы»";"ГКУЗ «Противотуберкулезный диспансер № 14 филиал Московского городского научно-практического центра борьбы с туберкулезом»";"ПТД № 14 (филиал МНПЦ БТ)";"Западный административный округ";;"МНПЦ БТ";;"121108, город Москва, улица Тарутинская, дом 2";121108;;;;;"город";"Москва";"Тарутинская";"улица";2;;;;;"(499) 144-14-81";"(499) 144-14-81";"Метро ""Славянский бульвар"" или метро далее пешком. 
Адрес электронной почты: info@ptd14.mosgorzdrav.ru";;"Принимаются граждане Западного АО Диспансер принимает население по направлению городских поликлиник.";;;85130988;"Воробьева Татьяна Ивановна";"Жен";"Заведующий филиалом";"(499) 144-16-21";"пн-пт; сб";"8:00-20:00; 9:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";277;;;;;"Государственное бюджетное учреждение здравоохранения города Москвы «Эндокринологический диспансер Департамента здравоохранения города Москвы»";"ГБУЗ «Эндокринологический диспансер»";"ЭД";;;;;"119034, город Москва, район Хамовники, улица Пречистенка, дом 37";119034;;;"Хамовники";"район";"город";"Москва";"Пречистенка";"улица";37;;;;;"(499) 246-50-48";"(499) 246-65-73";"Проезд: м. « Парк культуры», тролл.: Б, 10; м. « Кропоткинская», тролл.: 5, 15
Адрес электронной почты: info@ed.mosgorzdrav.ru";;"Эндокринологический диспансер оказывает консультативно-диагностическую, лечебную и профилактическую помощь жителям Москвы с эндокринологической патологией.";;;85131008;"Анциферов Михаил Борисович";"Муж";"Главный врач";"(499) 246-65-73";"будни; каждая 3-я суббота";"08:00-20:00; 09:00-14:00";"суббота (кроме 3-й); воскресенье";"выходные";;;;;;;;
"Диспансеры";659;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Противотуберкулезный диспансер № 8 филиал Московского городского научно-практического центра борьбы с туберкулезом Департамента здравоохранения города Москвы»";"ГКУЗ «Противотуберкулезный диспансер № 8 филиал Московского городского научно-практического центра борьбы с туберкулезом»";"ПТД № 8 (филиал МНПЦ БТ)";"Центральный административный округ";;"МНПЦ БТ";;"105005, город Москва, улица Радио, дом 18";105005;;;;;"город";"Москва";"Радио";"улица";18;;;;;"(499) 268-22-50";"(499) 267-84-01";"Проезд: метро Бауманская, далее трамвай № 45, 50 до ост. ""ул. Радио"" или метро Курская (кольцевая), метро Чкаловская, далее трамвай № 45,50 до ост. ""ул. Радио"".
 Адрес электронной почты: info@ptd7.mosgorzdrav.ru";;"Диспансер оказывает амбулаторно-поликлиническую фтизиатрическую помощь населению ЦАО";;;85130983;"Ясюченя Татьяна Владимировна";"Жен";"Заведующий филиалом, врач фтизиатр";"(499) 267-84-01";"пн-пт";"08:00-20:00";"сб; вс";"выходные";;;;;;;;
"Диспансеры";80;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Противотуберкулезный клинический диспансер № 21 филиала Московского городского научно-практического центра борьбы с туберкулезом Департамента здравоохранения города Москвы»";"ГКУЗ «Противотуберкулезный клинический диспансер № 21 филиала Московского городского научно-практического центра борьбы с туберкулезом»";"ПТКД № 21 (филиал МНПЦ БТ)";"Восточный административный округ";;"МНПЦ БТ";;"111399, город Москва, улица Металлургов, дом 37";111399;;;;;"город";"Москва";"Металлургов";"улица";37;;;;;"(495) 304-98-54";"(495) 304-02-02";;;"Обслуживание жителей ВАО";;;85130994;"Сухорукова Инна Сергеевна";"Жен";"Заведующий филиалом, врач фтизиатр";"(495) 304-02-02";"пн-пт";"8:00-20:00";"сб; вс";"выходные";;;;;;;;
"Диспансеры";891;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Противотуберкулезный клинический диспансер № 4 филиал Московского городского научно-практического центра борьбы с туберкулезом Департамента здравоохранения города Москвы»";"ГКУЗ «Противотуберкулезный клинический диспансер № 4 филиал Московского городского научно-практического центра борьбы с туберкулезом»";"ПТКД № 4 (филиал МНПЦ БТ)";"Юго-Западный административный округ";;"МНПЦ БТ";;"117209, город Москва, Севастопольский проспект, дом 26";117209;;;;;"город";"Москва";"Севастопольский";"проспект";26;;;;;"(499) 268-25-76";"(499) 128-33-45";"Проезд:
ст. м. «Профсоюзная», трол. 85, 49 , авт. 168, 57
ст.м. «Каховка», авт. 826, 57
ст. м. «Нагорная» авт. 258
до ост. «Зюзинская улица».";;"обслуживаются дети и взрослые районов Черемушки, Зюзино, Академический, Котловка, Сев. и Южн. Бутово, Ломоносовский, Гагаринский, ТиНАО (присоединенные территории)";;;85130980;"Смирнов Вячеслав Юрьевич";"Муж";"Заведующий филиалом, врач фтизиатр";"(499) 120-41-09";"пн-пт";"09:00-16:00";"сб; вс";"выходные";;;;;;;;
"Диспансеры";569;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 17 филиал Психиатрической клинической больницы № 4 им. П.Б. Ганнушкина Департамента здравоохранения города Москвы»";"ГКУЗ «Психоневрологический диспансер № 17 филиал Психиатрической клинической больницы № 4 им. П.Б. Ганнушкина»";"ПНД № 17 (филиал ПКБ № 4 им. П.Б. Ганнушкина)";"Северо-Западный административный округ";;"ПКБ № 4 им. П.Б. Ганнушкина";;"125362, город Москва, район Покровское-Стрешнево, улица Свободы, дом 24, корпус 9";125362;;;"Покровское-Стрешнево";"район";"город";"Москва";"Свободы";"улица";24;;9;;;"(495) 491-31-88";"(495) 491-31-88";"info@pnd17.mosgorzdrav.ru";;;;;85130971;"Бычкова Лидия Ивановна";"Жен";"Заведующая филиалом";"(495) 490-15-31";"пн-пт; сб";"09:00-20:00; 09:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";656;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 21 филиал Психиатрической клинической больницы № 1 им. Н. А. Алексеева Департамента здравоохранения города Москвы»";"ГКУЗ «Психоневрологический диспансер № 21 филиал Психиатрической клинической больницы № 1 им. Н. А. Алексеева»";"ПНД № 21 (филиал ПКБ № 1 им. Н.А. Алексеева)";"Южный административный округ";;"ПКБ № 1 им. Н.А. Алексеева";;"119180, город Москва, улица Малая Полянка, дом 9, строение 2";119180;;;;;"город";"Москва";"Малая Полянка";"улица";9;;;2;;"(495) 952-87-91";;;;;;;85130975;"Ванштейн Александр Эдуардович";"Муж";"Главный врач";"(495) 952-87-91";"пн-пт";;;;;;;;;;;
"Диспансеры";890;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Противотуберкулезный диспансер № 15 филиал Московского городского научно-практического центра борьбы с туберкулезом Департамента здравоохранения города Москвы»";"ГКУЗ «Противотуберкулезный диспансер № 15 филиал Московского городского научно-практического центра борьбы с туберкулезом»";"ПТД № 15 (филиал МНПЦ БТ)";"Юго-Западный административный округ";;"МНПЦ БТ";;"117630, город Москва, улица Новаторов, дом 17";117630;;;;;"город";"Москва";"Новаторов";"улица";17;;;;;"(499) 268-22-50";;;;"Диспансер оказывает амбулаторно-поликлиническую фтизиатрическую помощь населению ЮЗАО";;;85130989;"Тимофеева Елаена Александровна";"Жен";"Заместитель заведующего филиалом, врач фтизиат";"(495) 935-14-59";"пн-пт";"8:00-20:00";"сб; вс";"выходные";;;;;;;;
"Диспансеры";516;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Противотуберкулезный диспансер № 18 филиал Московского городского научно-практического центра борьбы с туберкулезом Департамента здравоохранения города Москвы»";"ГКУЗ «Противотуберкулезный диспансер № 18 филиал Московского городского научно-практического центра борьбы с туберкулезом»";"ПТД № 18 (филиал МНПЦ БТ)";"Северо-Восточный административный округ";;"МНПЦ БТ";;"127254, город Москва, улица Гончарова, дом 4";127254;;;;;"город";"Москва";"Гончарова";"улица";4;;;;;"(495) 618-18-09";"(495) 618-18-09";;;"Оказывает специализированную медицинскую помощь населению СВАО: стационарное лечение,амбулаторное контролируемым методом,аэрозолетерапия,физиотерапия,стоматологическая помощь, терапия и хирургия,лечение отоларинголога,лечение внелегочных форм туберкулеза.";;;85130992;"Гладышева Ирина Германовна";"Жен";"Заместитель заведующего Филиалом по клинико-экспертной работе";"(495) 618-23-60";"пн-пт; сб";"08:00-20:00; 09:00-16:00";"вс";"выходные";;;;;;;;
"Диспансеры";345;;;;;"Государственное казенное учреждение здравоохранения города Москвы «Противотуберкулезный диспансер № 20 филиал Московского городского научно-практического центра борьбы с туберкулезом Департамента здравоохранения города Москвы»";"ГКУЗ «Противотуберкулезный диспансер № 20 филиал Московского городского научно-практического центра борьбы с туберкулезом»";"ПТД № 20 (филиал МНПЦ БТ)";"Западный административный округ";;"МНПЦ БТ";;"121108, город Москва, улица Тарутинская, дом 2";121108;;;;;"город";"Москва";"Тарутинская";"улица";2;;;;;"(499) 268-22-50";;;;"Диспансер оказывает амбулаторно-поликлиническую фтизиатрическую помощь населению ЗАО";;;85130993;"Воробьёва Татьяна Ивановна";"Жен";"Заведующий филиалом, врач фтизиатр";"(499) 144-14-81";"пн-пт";"8:00-20:00";"сб; вс";"выходные";;;;;;;;
